unique_id,ds,y,months_to_wc
RUS,2018-06-01,0.0422349514615775,0
RUS,2018-07-01,0.0618241580716277,1
RUS,2018-08-01,0.046984841784261,2
RUS,2018-09-01,0.0368556963266248,3
RUS,2018-10-01,0.0225850550407483,4
RUS,2018-11-01,0.031669623963956,5
RUS,2018-12-01,0.0442016442050798,6
QAT_aug_0,2022-06-01,-0.02824451463594126,-5
QAT_aug_0,2022-07-01,0.0809151662925874,-4
QAT_aug_0,2022-08-01,0.04968158750337595,-3
QAT_aug_0,2022-09-01,0.05369179986443101,-2
QAT_aug_0,2022-10-01,0.12335671948402047,-1
QAT_aug_0,2022-11-01,0.059489894640001026,0
QAT_aug_0,2022-12-01,0.06435597619826647,1
QAT_aug_0,2023-01-01,0.06805684463367213,2
QAT_aug_0,2023-02-01,0.10146775433328531,3
QAT_aug_0,2023-03-01,0.04475909001943925,4
QAT_aug_0,2023-04-01,0.1083350560264348,5
QAT_aug_0,2023-05-01,0.006959815366074092,6
QAT_aug_1,2022-06-01,-0.014100990022703756,-5
QAT_aug_1,2022-07-01,0.07650993706071031,-4
QAT_aug_1,2022-08-01,0.05318518469992479,-3
QAT_aug_1,2022-09-01,0.04698232164570772,-2
QAT_aug_1,2022-10-01,0.1170352339459091,-1
QAT_aug_1,2022-11-01,0.07374348628138437,0
QAT_aug_1,2022-12-01,0.06977054788284658,1
QAT_aug_1,2023-01-01,0.07537582799698782,2
QAT_aug_1,2023-02-01,0.10510677737938445,3
QAT_aug_1,2023-03-01,0.04064179110885538,4
QAT_aug_1,2023-04-01,0.1102215192649217,5
QAT_aug_1,2023-05-01,0.030981600829387876,6
QAT_aug_2,2022-06-01,-0.024911846021915807,-5
QAT_aug_2,2022-07-01,0.06950424118777114,-4
QAT_aug_2,2022-08-01,0.05810392965683817,-3
QAT_aug_2,2022-09-01,0.04889358345201803,-2
QAT_aug_2,2022-10-01,0.1227041670906858,-1
QAT_aug_2,2022-11-01,0.05909499148620385,0
QAT_aug_2,2022-12-01,0.0672218327904227,1
QAT_aug_2,2023-01-01,0.07385061363562993,2
QAT_aug_2,2023-02-01,0.11476356643697476,3
QAT_aug_2,2023-03-01,0.044852685627772705,4
QAT_aug_2,2023-04-01,0.11413442180060772,5
QAT_aug_2,2023-05-01,0.015577728500594577,6
QAT_aug_3,2022-06-01,-0.035619492085517235,-5
QAT_aug_3,2022-07-01,0.07105728062278271,-4
QAT_aug_3,2022-08-01,0.048858244396765504,-3
QAT_aug_3,2022-09-01,0.06475163331736021,-2
QAT_aug_3,2022-10-01,0.12504622652581562,-1
QAT_aug_3,2022-11-01,0.06073256764697585,0
QAT_aug_3,2022-12-01,0.07943817271542271,1
QAT_aug_3,2023-01-01,0.07064277000994997,2
QAT_aug_3,2023-02-01,0.10414417134447537,3
QAT_aug_3,2023-03-01,0.047162005711425425,4
QAT_aug_3,2023-04-01,0.12271273381172533,5
QAT_aug_3,2023-05-01,0.025319182623055506,6
QAT_aug_4,2022-06-01,0.01170448991215278,-5
QAT_aug_4,2022-07-01,-0.027598116923530674,-4
QAT_aug_4,2022-08-01,0.07942615084035812,-3
QAT_aug_4,2022-09-01,0.06007131836346499,-2
QAT_aug_4,2022-10-01,0.05448270614972826,-1
QAT_aug_4,2022-11-01,0.1202989870221882,0
QAT_aug_4,2022-12-01,0.06512605077538147,1
QAT_aug_4,2023-01-01,0.0687025984185903,2
QAT_aug_4,2023-02-01,0.07847713998891921,3
QAT_aug_4,2023-03-01,0.1196747254465901,4
QAT_aug_4,2023-04-01,0.04349417436705192,5
QAT_aug_4,2023-05-01,0.1221980854263763,6
QAT_aug_5,2022-06-01,0.020481348208860835,-5
QAT_aug_5,2022-07-01,-0.029302075769151014,-4
QAT_aug_5,2022-08-01,0.07950055481797734,-3
QAT_aug_5,2022-09-01,0.06418885145813674,-2
QAT_aug_5,2022-10-01,0.058075456727388085,-1
QAT_aug_5,2022-11-01,0.13339915960108387,0
QAT_aug_5,2022-12-01,0.05518589734388592,1
QAT_aug_5,2023-01-01,0.08260196061636735,2
QAT_aug_5,2023-02-01,0.0743642546322553,3
QAT_aug_5,2023-03-01,0.10722478346696944,4
QAT_aug_5,2023-04-01,0.0436256650656285,5
QAT_aug_5,2023-05-01,0.10034782452863951,6
QAT_aug_6,2022-06-01,0.01623265594701332,-5
QAT_aug_6,2022-07-01,-0.022340520133886425,-4
QAT_aug_6,2022-08-01,0.088256655498897,-3
QAT_aug_6,2022-09-01,0.04990897517228658,-2
QAT_aug_6,2022-10-01,0.05120605055501459,-1
QAT_aug_6,2022-11-01,0.11770825221252736,0
QAT_aug_6,2022-12-01,0.07968090436646061,1
QAT_aug_6,2023-01-01,0.0810939135030435,2
QAT_aug_6,2023-02-01,0.06972704176864009,3
QAT_aug_6,2023-03-01,0.11276471772004544,4
QAT_aug_6,2023-04-01,0.04413864111011562,5
QAT_aug_6,2023-05-01,0.12199824945746805,6
QAT_aug_7,2022-06-01,0.012707004133346928,-5
QAT_aug_7,2022-07-01,-0.02764716673648798,-4
QAT_aug_7,2022-08-01,0.07413493876837181,-3
QAT_aug_7,2022-09-01,0.04179176395360043,-2
QAT_aug_7,2022-10-01,0.05858482347563597,-1
QAT_aug_7,2022-11-01,0.12391502024826494,0
QAT_aug_7,2022-12-01,0.07355892647290498,1
QAT_aug_7,2023-01-01,0.07645263007218207,2
QAT_aug_7,2023-02-01,0.06285703874689157,3
QAT_aug_7,2023-03-01,0.10535094360766434,4
QAT_aug_7,2023-04-01,0.040289784126155116,5
QAT_aug_7,2023-05-01,0.10872545311724807,6
QAT_aug_8,2022-06-01,0.11365382629646115,-5
QAT_aug_8,2022-07-01,0.02069046711523552,-4
QAT_aug_8,2022-08-01,-0.010783246028136467,-3
QAT_aug_8,2022-09-01,0.07972000307572752,-2
QAT_aug_8,2022-10-01,0.05484875098019421,-1
QAT_aug_8,2022-11-01,0.056993848913529536,0
QAT_aug_8,2022-12-01,0.10784683753388417,1
QAT_aug_8,2023-01-01,0.07195262593755791,2
QAT_aug_8,2023-02-01,0.07846993597005819,3
QAT_aug_8,2023-03-01,0.09137788210094118,4
QAT_aug_8,2023-04-01,0.10946029969626281,5
QAT_aug_8,2023-05-01,0.04535028268049316,6
QAT_aug_9,2022-06-01,0.1145789362353422,-5
QAT_aug_9,2022-07-01,0.009274800151739005,-4
QAT_aug_9,2022-08-01,-0.01719334650210306,-3
QAT_aug_9,2022-09-01,0.08339121891223276,-2
QAT_aug_9,2022-10-01,0.05906207618230087,-1
QAT_aug_9,2022-11-01,0.05125196975496499,0
QAT_aug_9,2022-12-01,0.13163226196648103,1
QAT_aug_9,2023-01-01,0.06393608808316195,2
QAT_aug_9,2023-02-01,0.0816329045006926,3
QAT_aug_9,2023-03-01,0.08965481859614048,4
QAT_aug_9,2023-04-01,0.10347909325305918,5
QAT_aug_9,2023-05-01,0.038495452002502435,6
QAT_aug_10,2022-06-01,0.11556097621521925,-5
QAT_aug_10,2022-07-01,0.014220709076780452,-4
QAT_aug_10,2022-08-01,-0.036456354190115746,-3
QAT_aug_10,2022-09-01,0.0767480103440043,-2
QAT_aug_10,2022-10-01,0.04494778753050978,-1
QAT_aug_10,2022-11-01,0.06015203841337379,0
QAT_aug_10,2022-12-01,0.11542119755854138,1
QAT_aug_10,2023-01-01,0.08412287574708617,2
QAT_aug_10,2023-02-01,0.07334659138574887,3
QAT_aug_10,2023-03-01,0.07058205191315646,4
QAT_aug_10,2023-04-01,0.1150323714694267,5
QAT_aug_10,2023-05-01,0.03462698286320083,6
QAT_aug_11,2022-06-01,0.11649510986154687,-5
QAT_aug_11,2022-07-01,0.027534191861525153,-4
QAT_aug_11,2022-08-01,-0.035732252173611076,-3
QAT_aug_11,2022-09-01,0.0776583248310027,-2
QAT_aug_11,2022-10-01,0.05468935640249002,-1
QAT_aug_11,2022-11-01,0.06323854768134629,0
QAT_aug_11,2022-12-01,0.11336459267640864,1
QAT_aug_11,2023-01-01,0.06296761115753347,2
QAT_aug_11,2023-02-01,0.08107556282655148,3
QAT_aug_11,2023-03-01,0.0757680254724175,4
QAT_aug_11,2023-04-01,0.11136113491981069,5
QAT_aug_11,2023-05-01,0.045841132936016084,6
QAT_aug_12,2022-06-01,-0.03513286569912561,-5
QAT_aug_12,2022-07-01,0.0926178466500113,-4
QAT_aug_12,2022-08-01,0.06488493011947676,-3
QAT_aug_12,2022-09-01,0.061729444072044774,-2
QAT_aug_12,2022-10-01,0.15937555544879134,-1
QAT_aug_12,2022-11-01,0.09194215300084706,0
QAT_aug_12,2022-12-01,0.08237859558173122,1
QAT_aug_12,2023-01-01,0.09134223400336794,2
QAT_aug_12,2023-02-01,0.12096820518349422,3
QAT_aug_12,2023-03-01,0.05698416682075857,4
QAT_aug_12,2023-04-01,0.14596920320855583,5
QAT_aug_12,2023-05-01,0.014866130303656286,6
QAT_aug_13,2022-06-01,-0.020964103334490784,-5
QAT_aug_13,2022-07-01,0.0953868677884731,-4
QAT_aug_13,2022-08-01,0.0696826333367229,-3
QAT_aug_13,2022-09-01,0.08465230979928264,-2
QAT_aug_13,2022-10-01,0.14313570913985918,-1
QAT_aug_13,2022-11-01,0.0799686978747462,0
QAT_aug_13,2022-12-01,0.08395579574543927,1
QAT_aug_13,2023-01-01,0.07878306504541253,2
QAT_aug_13,2023-02-01,0.12763195615021236,3
QAT_aug_13,2023-03-01,0.05370980390002805,4
QAT_aug_13,2023-04-01,0.13808553823664135,5
QAT_aug_13,2023-05-01,0.028398688893518098,6
QAT_aug_14,2022-06-01,-0.029157860031144466,-5
QAT_aug_14,2022-07-01,0.1036586013123434,-4
QAT_aug_14,2022-08-01,0.06102129083522234,-3
QAT_aug_14,2022-09-01,0.09100988699321222,-2
QAT_aug_14,2022-10-01,0.1511897020071135,-1
QAT_aug_14,2022-11-01,0.0797663126542368,0
QAT_aug_14,2022-12-01,0.08237470419422697,1
QAT_aug_14,2023-01-01,0.08984104069200664,2
QAT_aug_14,2023-02-01,0.12731644740569087,3
QAT_aug_14,2023-03-01,0.056897356934776724,4
QAT_aug_14,2023-04-01,0.14005288440257238,5
QAT_aug_14,2023-05-01,0.020807503080257285,6
QAT_aug_15,2022-06-01,-0.03657068306417757,-5
QAT_aug_15,2022-07-01,0.07743197190321882,-4
QAT_aug_15,2022-08-01,0.05720886348935821,-3
QAT_aug_15,2022-09-01,0.07461491069403355,-2
QAT_aug_15,2022-10-01,0.14623816598306721,-1
QAT_aug_15,2022-11-01,0.07599235615279132,0
QAT_aug_15,2022-12-01,0.09277763962837375,1
QAT_aug_15,2023-01-01,0.08989370786922272,2
QAT_aug_15,2023-02-01,0.12162728915792363,3
QAT_aug_15,2023-03-01,0.051579993270262865,4
QAT_aug_15,2023-04-01,0.13601959814488096,5
QAT_aug_15,2023-05-01,0.011235985486787241,6
QAT_aug_16,2022-06-01,0.024126872784648656,-5
QAT_aug_16,2022-07-01,-0.02417109749689522,-4
QAT_aug_16,2022-08-01,0.10089121776380983,-3
QAT_aug_16,2022-09-01,0.07215169290352588,-2
QAT_aug_16,2022-10-01,0.056632476269521954,-1
QAT_aug_16,2022-11-01,0.13476780478907696,0
QAT_aug_16,2022-12-01,0.09019141241509673,1
QAT_aug_16,2023-01-01,0.09692938180081899,2
QAT_aug_16,2023-02-01,0.0913675048914535,3
QAT_aug_16,2023-03-01,0.16259044488230223,4
QAT_aug_16,2023-04-01,0.05868232423183034,5
QAT_aug_16,2023-05-01,0.14591597910439302,6
QAT_aug_17,2022-06-01,0.029267201264035418,-5
QAT_aug_17,2022-07-01,-0.022950003946823526,-4
QAT_aug_17,2022-08-01,0.08893994604461306,-3
QAT_aug_17,2022-09-01,0.06858694980810628,-2
QAT_aug_17,2022-10-01,0.06154213060586582,-1
QAT_aug_17,2022-11-01,0.14123178552980287,0
QAT_aug_17,2022-12-01,0.08211956123013275,1
QAT_aug_17,2023-01-01,0.09251480419990954,2
QAT_aug_17,2023-02-01,0.1065052426142977,3
QAT_aug_17,2023-03-01,0.11457037238071538,4
QAT_aug_17,2023-04-01,0.05556736108111535,5
QAT_aug_17,2023-05-01,0.12195478221744985,6
QAT_aug_18,2022-06-01,0.016973356624164736,-5
QAT_aug_18,2022-07-01,-0.02022966475418862,-4
QAT_aug_18,2022-08-01,0.09244508307523289,-3
QAT_aug_18,2022-09-01,0.05305149204787437,-2
QAT_aug_18,2022-10-01,0.060708508982820986,-1
QAT_aug_18,2022-11-01,0.14906142790092392,0
QAT_aug_18,2022-12-01,0.08067731350101745,1
QAT_aug_18,2023-01-01,0.09355170903850343,2
QAT_aug_18,2023-02-01,0.0870308002012113,3
QAT_aug_18,2023-03-01,0.12338470708153466,4
QAT_aug_18,2023-04-01,0.06888928923211826,5
QAT_aug_18,2023-05-01,0.14246450585871837,6
QAT_aug_19,2022-06-01,0.003582178449244189,-5
QAT_aug_19,2022-07-01,-0.02915667508724568,-4
QAT_aug_19,2022-08-01,0.08542123249739812,-3
QAT_aug_19,2022-09-01,0.06909162380926641,-2
QAT_aug_19,2022-10-01,0.061415514285039156,-1
QAT_aug_19,2022-11-01,0.14227349440265272,0
QAT_aug_19,2022-12-01,0.09074713165150684,1
QAT_aug_19,2023-01-01,0.10001148294832148,2
QAT_aug_19,2023-02-01,0.07684224710734565,3
QAT_aug_19,2023-03-01,0.12524665929422688,4
QAT_aug_19,2023-04-01,0.0464695932345808,5
QAT_aug_19,2023-05-01,0.12944763861495276,6
QAT_aug_20,2022-06-01,0.15067907657058408,-5
QAT_aug_20,2022-07-01,0.02583640701110311,-4
QAT_aug_20,2022-08-01,-0.039730509258081734,-3
QAT_aug_20,2022-09-01,0.09813542028955966,-2
QAT_aug_20,2022-10-01,0.08112678082106209,-1
QAT_aug_20,2022-11-01,0.07817982134524634,0
QAT_aug_20,2022-12-01,0.13159800753715922,1
QAT_aug_20,2023-01-01,0.08130482479248993,2
QAT_aug_20,2023-02-01,0.10266200550243226,3
QAT_aug_20,2023-03-01,0.08131632083323995,4
QAT_aug_20,2023-04-01,0.1323399355403578,5
QAT_aug_20,2023-05-01,0.0578500341334806,6
QAT_aug_21,2022-06-01,0.1274663837224522,-5
QAT_aug_21,2022-07-01,0.01984502804296156,-4
QAT_aug_21,2022-08-01,-0.05731735577285648,-3
QAT_aug_21,2022-09-01,0.07988498962831668,-2
QAT_aug_21,2022-10-01,0.05909093053359924,-1
QAT_aug_21,2022-11-01,0.05663454319370921,0
QAT_aug_21,2022-12-01,0.1569275588509304,1
QAT_aug_21,2023-01-01,0.07531732429206218,2
QAT_aug_21,2023-02-01,0.08743287852779365,3
QAT_aug_21,2023-03-01,0.08724143246899248,4
QAT_aug_21,2023-04-01,0.14144667507809838,5
QAT_aug_21,2023-05-01,0.03957136592316461,6
QAT_aug_22,2022-06-01,0.14548636245189142,-5
QAT_aug_22,2022-07-01,0.021988636937316338,-4
QAT_aug_22,2022-08-01,-0.037651142550927524,-3
QAT_aug_22,2022-09-01,0.09438400373477554,-2
QAT_aug_22,2022-10-01,0.06422553913400457,-1
QAT_aug_22,2022-11-01,0.06265703590215489,0
QAT_aug_22,2022-12-01,0.1439707651691938,1
QAT_aug_22,2023-01-01,0.08321655927396852,2
QAT_aug_22,2023-02-01,0.09288150247242337,3
QAT_aug_22,2023-03-01,0.09228917308480451,4
QAT_aug_22,2023-04-01,0.14312659124154337,5
QAT_aug_22,2023-05-01,0.041422617008148394,6
QAT_aug_23,2022-06-01,0.15384820076968153,-5
QAT_aug_23,2022-07-01,0.005785890076172943,-4
QAT_aug_23,2022-08-01,-0.031884246391067454,-3
QAT_aug_23,2022-09-01,0.09596570971732137,-2
QAT_aug_23,2022-10-01,0.06506729138738991,-1
QAT_aug_23,2022-11-01,0.06253523783136228,0
QAT_aug_23,2022-12-01,0.14156418606870422,1
QAT_aug_23,2023-01-01,0.08208216203083636,2
QAT_aug_23,2023-02-01,0.08672444306301584,3
QAT_aug_23,2023-03-01,0.09337854758643728,4
QAT_aug_23,2023-04-01,0.13262385065442253,5
QAT_aug_23,2023-05-01,0.04522174202045331,6
QAT_aug_24,2022-06-01,-0.020270436923425568,-5
QAT_aug_24,2022-07-01,0.08897225401674345,-4
QAT_aug_24,2022-08-01,0.06550308902845647,-3
QAT_aug_24,2022-09-01,0.06945283313308491,-2
QAT_aug_24,2022-10-01,0.12923952538868066,-1
QAT_aug_24,2022-11-01,0.07643754541020488,0
QAT_aug_24,2022-12-01,0.09249271804939574,1
QAT_aug_24,2023-01-01,0.08696051752751806,2
QAT_aug_24,2023-02-01,0.12180083044952233,3
QAT_aug_24,2023-03-01,0.04891947031746095,4
QAT_aug_24,2023-04-01,0.1380910153932157,5
QAT_aug_24,2023-05-01,0.015915823559321113,6
QAT_aug_25,2022-06-01,-0.02313391201413933,-5
QAT_aug_25,2022-07-01,0.08458844757834769,-4
QAT_aug_25,2022-08-01,0.05675652782050661,-3
QAT_aug_25,2022-09-01,0.07251530707475276,-2
QAT_aug_25,2022-10-01,0.1429408571487184,-1
QAT_aug_25,2022-11-01,0.08876899623755577,0
QAT_aug_25,2022-12-01,0.09808235611010731,1
QAT_aug_25,2023-01-01,0.08265130161905608,2
QAT_aug_25,2023-02-01,0.12714152246894492,3
QAT_aug_25,2023-03-01,0.0459030701326094,4
QAT_aug_25,2023-04-01,0.13008733503900136,5
QAT_aug_25,2023-05-01,0.018979165391858073,6
QAT_aug_26,2022-06-01,-0.026790210095696623,-5
QAT_aug_26,2022-07-01,0.09075262725426132,-4
QAT_aug_26,2022-08-01,0.052405720293892816,-3
QAT_aug_26,2022-09-01,0.08021432973508938,-2
QAT_aug_26,2022-10-01,0.1287225101116584,-1
QAT_aug_26,2022-11-01,0.07108061431419684,0
QAT_aug_26,2022-12-01,0.09537144530807976,1
QAT_aug_26,2023-01-01,0.08867957212474943,2
QAT_aug_26,2023-02-01,0.12718763694667695,3
QAT_aug_26,2023-03-01,0.05353162328106412,4
QAT_aug_26,2023-04-01,0.12800742227420295,5
QAT_aug_26,2023-05-01,0.01256970605036226,6
QAT_aug_27,2022-06-01,-0.026962353744305206,-5
QAT_aug_27,2022-07-01,0.08040249852044719,-4
QAT_aug_27,2022-08-01,0.0660877388710868,-3
QAT_aug_27,2022-09-01,0.06319363176948527,-2
QAT_aug_27,2022-10-01,0.12873226650360672,-1
QAT_aug_27,2022-11-01,0.078333932704616,0
QAT_aug_27,2022-12-01,0.08993889787453434,1
QAT_aug_27,2023-01-01,0.07720446106974446,2
QAT_aug_27,2023-02-01,0.11445655745092143,3
QAT_aug_27,2023-03-01,0.04931739130733612,4
QAT_aug_27,2023-04-01,0.1297361764855827,5
QAT_aug_27,2023-05-01,0.01588826125227679,6
QAT_aug_28,2022-06-01,0.015999544432636497,-5
QAT_aug_28,2022-07-01,-0.02602059669385509,-4
QAT_aug_28,2022-08-01,0.07422067823125408,-3
QAT_aug_28,2022-09-01,0.0462043049824775,-2
QAT_aug_28,2022-10-01,0.056850442212935885,-1
QAT_aug_28,2022-11-01,0.1331612575728632,0
QAT_aug_28,2022-12-01,0.08384926686726844,1
QAT_aug_28,2023-01-01,0.09904127880351328,2
QAT_aug_28,2023-02-01,0.0895297537005305,3
QAT_aug_28,2023-03-01,0.12089127442362028,4
QAT_aug_28,2023-04-01,0.04773407240155523,5
QAT_aug_28,2023-05-01,0.11946691955462409,6
QAT_aug_29,2022-06-01,0.019675531332681843,-5
QAT_aug_29,2022-07-01,-0.02993585931688955,-4
QAT_aug_29,2022-08-01,0.08827032462148571,-3
QAT_aug_29,2022-09-01,0.052120087979883885,-2
QAT_aug_29,2022-10-01,0.0674116404197628,-1
QAT_aug_29,2022-11-01,0.14824985357348844,0
QAT_aug_29,2022-12-01,0.08173149664624894,1
QAT_aug_29,2023-01-01,0.09013852591966943,2
QAT_aug_29,2023-02-01,0.0874070659553069,3
QAT_aug_29,2023-03-01,0.11874961153197347,4
QAT_aug_29,2023-04-01,0.049525624432483935,5
QAT_aug_29,2023-05-01,0.12786635786722284,6
QAT_aug_30,2022-06-01,0.020619368565985098,-5
QAT_aug_30,2022-07-01,-0.033789602282065886,-4
QAT_aug_30,2022-08-01,0.08551808599523157,-3
QAT_aug_30,2022-09-01,0.06264974992317603,-2
QAT_aug_30,2022-10-01,0.07588203102136912,-1
QAT_aug_30,2022-11-01,0.14431632371562275,0
QAT_aug_30,2022-12-01,0.09976924312266741,1
QAT_aug_30,2023-01-01,0.08218563412920474,2
QAT_aug_30,2023-02-01,0.08820631577749345,3
QAT_aug_30,2023-03-01,0.1235665750367186,4
QAT_aug_30,2023-04-01,0.06590587672561675,5
QAT_aug_30,2023-05-01,0.12259988470040488,6
QAT_aug_31,2022-06-01,0.013004626267562346,-5
QAT_aug_31,2022-07-01,-0.03303094431388732,-4
QAT_aug_31,2022-08-01,0.06813091886090902,-3
QAT_aug_31,2022-09-01,0.052845497155415845,-2
QAT_aug_31,2022-10-01,0.057088282765313,-1
QAT_aug_31,2022-11-01,0.13613719275411396,0
QAT_aug_31,2022-12-01,0.08435454237572075,1
QAT_aug_31,2023-01-01,0.10234044894626189,2
QAT_aug_31,2023-02-01,0.09056565135881828,3
QAT_aug_31,2023-03-01,0.11759280537906533,4
QAT_aug_31,2023-04-01,0.04030818754576963,5
QAT_aug_31,2023-05-01,0.1309712183886187,6
QAT_aug_32,2022-06-01,0.11690383881236072,-5
QAT_aug_32,2022-07-01,0.033785533627889476,-4
QAT_aug_32,2022-08-01,-0.0168025308740101,-3
QAT_aug_32,2022-09-01,0.0829615208123485,-2
QAT_aug_32,2022-10-01,0.04446931251452625,-1
QAT_aug_32,2022-11-01,0.07353595864013912,0
QAT_aug_32,2022-12-01,0.13539268246548114,1
QAT_aug_32,2023-01-01,0.09156977150185551,2
QAT_aug_32,2023-02-01,0.07476531007661459,3
QAT_aug_32,2023-03-01,0.07561628222638139,4
QAT_aug_32,2023-04-01,0.1210423578499699,5
QAT_aug_32,2023-05-01,0.048283112608383014,6
QAT_aug_33,2022-06-01,0.12397245159104094,-5
QAT_aug_33,2022-07-01,0.024572613698624887,-4
QAT_aug_33,2022-08-01,-0.035844480776677276,-3
QAT_aug_33,2022-09-01,0.08398653538155884,-2
QAT_aug_33,2022-10-01,0.0594504943487039,-1
QAT_aug_33,2022-11-01,0.06799912203372459,0
QAT_aug_33,2022-12-01,0.14162991394498314,1
QAT_aug_33,2023-01-01,0.07291266196371299,2
QAT_aug_33,2023-02-01,0.07365854752729731,3
QAT_aug_33,2023-03-01,0.09076937410440945,4
QAT_aug_33,2023-04-01,0.12499606646099184,5
QAT_aug_33,2023-05-01,0.04215967826103825,6
QAT_aug_34,2022-06-01,0.14022889347117257,-5
QAT_aug_34,2022-07-01,0.021843941353701206,-4
QAT_aug_34,2022-08-01,-0.017825672804786023,-3
QAT_aug_34,2022-09-01,0.08723367330171644,-2
QAT_aug_34,2022-10-01,0.0754912194311651,-1
QAT_aug_34,2022-11-01,0.0794521029192768,0
QAT_aug_34,2022-12-01,0.13480702994820418,1
QAT_aug_34,2023-01-01,0.08935686582961329,2
QAT_aug_34,2023-02-01,0.0927704691686827,3
QAT_aug_34,2023-03-01,0.09314385375836876,4
QAT_aug_34,2023-04-01,0.11466146010622767,5
QAT_aug_34,2023-05-01,0.05292837414084947,6
QAT_aug_35,2022-06-01,0.1362263320332062,-5
QAT_aug_35,2022-07-01,0.006275012211216667,-4
QAT_aug_35,2022-08-01,-0.03834977924064362,-3
QAT_aug_35,2022-09-01,0.0683634697144587,-2
QAT_aug_35,2022-10-01,0.05494778633975748,-1
QAT_aug_35,2022-11-01,0.06926363816004256,0
QAT_aug_35,2022-12-01,0.1481615502961473,1
QAT_aug_35,2023-01-01,0.08320932058420935,2
QAT_aug_35,2023-02-01,0.10023147900662742,3
QAT_aug_35,2023-03-01,0.07145366182771584,4
QAT_aug_35,2023-04-01,0.10680647215303841,5
QAT_aug_35,2023-05-01,0.046231916812300614,6
QAT_aug_36,2022-06-01,-0.023543579676102034,-5
QAT_aug_36,2022-07-01,0.08264130868578846,-4
QAT_aug_36,2022-08-01,0.04027387468827696,-3
QAT_aug_36,2022-09-01,0.05928569379196681,-2
QAT_aug_36,2022-10-01,0.12004045250996914,-1
QAT_aug_36,2022-11-01,0.08282213572313937,0
QAT_aug_36,2022-12-01,0.08684789825873296,1
QAT_aug_36,2023-01-01,0.07139916578081698,2
QAT_aug_36,2023-02-01,0.11233756829858191,3
QAT_aug_36,2023-03-01,0.03746999719365092,4
QAT_aug_36,2023-04-01,0.12162262087485416,5
QAT_aug_36,2023-05-01,0.026447686036698385,6
QAT_aug_37,2022-06-01,-0.0342546414199536,-5
QAT_aug_37,2022-07-01,0.08592167802155247,-4
QAT_aug_37,2022-08-01,0.05257460241968588,-3
QAT_aug_37,2022-09-01,0.05483542678160439,-2
QAT_aug_37,2022-10-01,0.12902294682965246,-1
QAT_aug_37,2022-11-01,0.070259318751023,0
QAT_aug_37,2022-12-01,0.07857689165041006,1
QAT_aug_37,2023-01-01,0.06867390774553486,2
QAT_aug_37,2023-02-01,0.1314856454843441,3
QAT_aug_37,2023-03-01,0.04766696588544685,4
QAT_aug_37,2023-04-01,0.11751392019833798,5
QAT_aug_37,2023-05-01,0.02030054967741044,6
QAT_aug_38,2022-06-01,-0.027425120356866044,-5
QAT_aug_38,2022-07-01,0.0808369080850543,-4
